name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row,Table \`public.user_profiles\` has a row level security policy \`Owners and managers can update tenant users\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""user_profiles"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_user_profiles_Owners and managers can update tenant users
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row,Table \`public.user_profiles\` has a row level security policy \`Users can read own profile\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""user_profiles"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_user_profiles_Users can read own profile
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row,Table \`public.user_profiles\` has a row level security policy \`Users can update own profile\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""user_profiles"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_user_profiles_Users can update own profile
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row,Table \`public.user_profiles\` has a row level security policy \`Managers can read tenant profiles\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""user_profiles"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_user_profiles_Managers can read tenant profiles
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row,Table \`public.user_profiles\` has a row level security policy \`Managers can create users\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""user_profiles"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_user_profiles_Managers can create users
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row,Table \`public.user_profiles\` has a row level security policy \`Managers can update tenant profiles\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""user_profiles"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_user_profiles_Managers can update tenant profiles
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_template_ingredients\` has multiple permissive policies for role \`anon\` for action \`DELETE\`. Policies include \`{""Managers can manage base template ingredients"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_template_ingredients"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_template_ingredients_anon_DELETE
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_template_ingredients\` has multiple permissive policies for role \`anon\` for action \`INSERT\`. Policies include \`{""Managers can manage base template ingredients"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_template_ingredients"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_template_ingredients_anon_INSERT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_template_ingredients\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{""Managers can manage base template ingredients"",""Tenant isolation"",""Users can view base template ingredients""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_template_ingredients"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_template_ingredients_anon_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_template_ingredients\` has multiple permissive policies for role \`anon\` for action \`UPDATE\`. Policies include \`{""Managers can manage base template ingredients"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_template_ingredients"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_template_ingredients_anon_UPDATE
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_template_ingredients\` has multiple permissive policies for role \`authenticated\` for action \`DELETE\`. Policies include \`{""Managers can manage base template ingredients"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_template_ingredients"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_template_ingredients_authenticated_DELETE
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_template_ingredients\` has multiple permissive policies for role \`authenticated\` for action \`INSERT\`. Policies include \`{""Managers can manage base template ingredients"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_template_ingredients"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_template_ingredients_authenticated_INSERT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_template_ingredients\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{""Managers can manage base template ingredients"",""Tenant isolation"",""Users can view base template ingredients""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_template_ingredients"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_template_ingredients_authenticated_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_template_ingredients\` has multiple permissive policies for role \`authenticated\` for action \`UPDATE\`. Policies include \`{""Managers can manage base template ingredients"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_template_ingredients"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_template_ingredients_authenticated_UPDATE
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_template_ingredients\` has multiple permissive policies for role \`authenticator\` for action \`DELETE\`. Policies include \`{""Managers can manage base template ingredients"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_template_ingredients"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_template_ingredients_authenticator_DELETE
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_template_ingredients\` has multiple permissive policies for role \`authenticator\` for action \`INSERT\`. Policies include \`{""Managers can manage base template ingredients"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_template_ingredients"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_template_ingredients_authenticator_INSERT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_template_ingredients\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{""Managers can manage base template ingredients"",""Tenant isolation"",""Users can view base template ingredients""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_template_ingredients"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_template_ingredients_authenticator_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_template_ingredients\` has multiple permissive policies for role \`authenticator\` for action \`UPDATE\`. Policies include \`{""Managers can manage base template ingredients"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_template_ingredients"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_template_ingredients_authenticator_UPDATE
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_template_ingredients\` has multiple permissive policies for role \`dashboard_user\` for action \`DELETE\`. Policies include \`{""Managers can manage base template ingredients"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_template_ingredients"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_template_ingredients_dashboard_user_DELETE
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_template_ingredients\` has multiple permissive policies for role \`dashboard_user\` for action \`INSERT\`. Policies include \`{""Managers can manage base template ingredients"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_template_ingredients"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_template_ingredients_dashboard_user_INSERT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_template_ingredients\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{""Managers can manage base template ingredients"",""Tenant isolation"",""Users can view base template ingredients""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_template_ingredients"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_template_ingredients_dashboard_user_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_template_ingredients\` has multiple permissive policies for role \`dashboard_user\` for action \`UPDATE\`. Policies include \`{""Managers can manage base template ingredients"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_template_ingredients"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_template_ingredients_dashboard_user_UPDATE
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_templates\` has multiple permissive policies for role \`anon\` for action \`DELETE\`. Policies include \`{""Managers can manage base templates"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_templates"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_templates_anon_DELETE
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_templates\` has multiple permissive policies for role \`anon\` for action \`INSERT\`. Policies include \`{""Managers can manage base templates"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_templates"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_templates_anon_INSERT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_templates\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{""Managers can manage base templates"",""Tenant isolation"",""Users can view base templates""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_templates"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_templates_anon_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_templates\` has multiple permissive policies for role \`anon\` for action \`UPDATE\`. Policies include \`{""Managers can manage base templates"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_templates"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_templates_anon_UPDATE
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_templates\` has multiple permissive policies for role \`authenticated\` for action \`DELETE\`. Policies include \`{""Managers can manage base templates"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_templates"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_templates_authenticated_DELETE
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_templates\` has multiple permissive policies for role \`authenticated\` for action \`INSERT\`. Policies include \`{""Managers can manage base templates"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_templates"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_templates_authenticated_INSERT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_templates\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{""Managers can manage base templates"",""Tenant isolation"",""Users can view base templates""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_templates"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_templates_authenticated_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_templates\` has multiple permissive policies for role \`authenticated\` for action \`UPDATE\`. Policies include \`{""Managers can manage base templates"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_templates"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_templates_authenticated_UPDATE
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_templates\` has multiple permissive policies for role \`authenticator\` for action \`DELETE\`. Policies include \`{""Managers can manage base templates"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_templates"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_templates_authenticator_DELETE
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.base_templates\` has multiple permissive policies for role \`authenticator\` for action \`INSERT\`. Policies include \`{""Managers can manage base templates"",""Tenant isolation""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""base_templates"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_base_templates_authenticator_INSERT
